0.000000e+00 1.437000e+00 2.152236e+00
1.000000e-01 3.800730e+02 9.495168e+00
2.000000e-01 1.567345e+03 2.401882e+01
3.000000e-01 3.439328e+03 4.588788e+01
4.000000e-01 5.730040e+03 7.429830e+01
5.000000e-01 8.146048e+03 1.057524e+02
6.000000e-01 1.037205e+04 1.350537e+02
7.000000e-01 1.193546e+04 1.526741e+02
8.000000e-01 1.299447e+04 1.739385e+02
9.000000e-01 1.450411e+04 2.154826e+02
1.000000e+00 1.502676e+04 2.521366e+02
1.100000e+00 1.531029e+04 2.862692e+02
1.200000e+00 1.523060e+04 2.911858e+02
1.300000e+00 1.468646e+04 2.920278e+02
1.400000e+00 1.432297e+04 3.151218e+02
1.500000e+00 1.375396e+04 3.304294e+02
1.600000e+00 1.269495e+04 3.182952e+02
1.700000e+00 1.197430e+04 3.159078e+02
1.800000e+00 1.156417e+04 3.436970e+02
1.900000e+00 1.042595e+04 3.328880e+02
2.000000e+00 9.786440e+03 3.410702e+02
2.100000e+00 9.430052e+03 3.725418e+02
2.200000e+00 8.440737e+03 3.444748e+02
2.300000e+00 7.854716e+03 3.556700e+02
2.400000e+00 7.230999e+03 3.640880e+02
2.500000e+00 6.511702e+03 3.486884e+02
2.600000e+00 6.351126e+03 3.786798e+02
2.700000e+00 5.770814e+03 3.808224e+02
2.800000e+00 5.453966e+03 3.935976e+02
2.900000e+00 5.206845e+03 4.042846e+02
3.000000e+00 5.079702e+03 4.530780e+02
