0.000000e+00 1.076118e+00
1.000000e-01 4.747584e+00
2.000000e-01 1.200941e+01
3.000000e-01 2.294394e+01
4.000000e-01 3.714915e+01
5.000000e-01 5.287618e+01
6.000000e-01 6.752684e+01
7.000000e-01 7.633707e+01
8.000000e-01 8.696924e+01
9.000000e-01 1.077413e+02
1.000000e+00 1.260683e+02
1.100000e+00 1.431346e+02
1.200000e+00 1.455929e+02
1.300000e+00 1.460139e+02
1.400000e+00 1.575609e+02
1.500000e+00 1.652147e+02
1.600000e+00 1.591476e+02
1.700000e+00 1.579539e+02
1.800000e+00 1.718485e+02
1.900000e+00 1.664440e+02
2.000000e+00 1.705351e+02
2.100000e+00 1.862709e+02
2.200000e+00 1.722374e+02
2.300000e+00 1.778350e+02
2.400000e+00 1.820440e+02
2.500000e+00 1.743442e+02
2.600000e+00 1.893399e+02
2.700000e+00 1.904112e+02
2.800000e+00 1.967988e+02
2.900000e+00 2.021423e+02
3.000000e+00 2.265390e+02

