0.000000e+00 1.428283e+00
1.000000e-01 3.769828e+02
2.000000e-01 1.567130e+03
3.000000e-01 3.520510e+03
4.000000e-01 6.073035e+03
5.000000e-01 9.032067e+03
6.000000e-01 1.212185e+04
7.000000e-01 1.477001e+04
8.000000e-01 1.708458e+04
9.000000e-01 2.037792e+04
1.000000e+00 2.266580e+04
1.100000e+00 2.480999e+04
1.200000e+00 2.651808e+04
1.300000e+00 2.742321e+04
1.400000e+00 2.862351e+04
1.500000e+00 2.929462e+04
1.600000e+00 2.870882e+04
1.700000e+00 2.860109e+04
1.800000e+00 2.904263e+04
1.900000e+00 2.737053e+04
2.000000e+00 2.671449e+04
2.100000e+00 2.663575e+04
2.200000e+00 2.450731e+04
2.300000e+00 2.337438e+04
2.400000e+00 2.191179e+04
2.500000e+00 2.007849e+04
2.600000e+00 1.976800e+04
2.700000e+00 1.808619e+04
2.800000e+00 1.717178e+04
2.900000e+00 1.647167e+04
3.000000e+00 1.611179e+04

