0.000000e+00 1.460606e+00 2.176054e+00
1.000000e-01 3.847727e+02 9.665890e+00
2.000000e-01 1.612086e+03 2.491194e+01
3.000000e-01 3.624587e+03 4.745906e+01
4.000000e-01 6.232340e+03 7.895022e+01
5.000000e-01 9.202125e+03 1.118635e+02
6.000000e-01 1.221410e+04 1.458633e+02
7.000000e-01 1.467731e+04 1.691156e+02
8.000000e-01 1.669932e+04 2.127092e+02
9.000000e-01 1.951956e+04 2.567330e+02
1.000000e+00 2.120343e+04 3.000006e+02
1.100000e+00 2.259774e+04 3.291046e+02
1.200000e+00 2.348754e+04 3.693522e+02
1.300000e+00 2.357046e+04 3.792768e+02
1.400000e+00 2.385264e+04 4.079752e+02
1.500000e+00 2.367300e+04 4.166232e+02
1.600000e+00 2.250430e+04 4.336564e+02
1.700000e+00 2.177893e+04 4.499276e+02
1.800000e+00 2.152783e+04 4.709068e+02
1.900000e+00 1.979246e+04 4.620726e+02
2.000000e+00 1.888061e+04 4.566520e+02
2.100000e+00 1.848411e+04 5.053582e+02
2.200000e+00 1.672857e+04 4.681752e+02
2.300000e+00 1.572265e+04 5.170708e+02
2.400000e+00 1.457115e+04 5.082232e+02
2.500000e+00 1.323829e+04 5.084854e+02
2.600000e+00 1.296865e+04 5.373380e+02
2.700000e+00 1.181353e+04 5.534966e+02
2.800000e+00 1.119104e+04 5.668920e+02
2.900000e+00 1.071953e+04 5.975414e+02
3.000000e+00 1.053408e+04 6.556764e+02
