0.000000e+00 9.863388e-01
1.000000e-01 4.290705e+00
2.000000e-01 1.089298e+01
3.000000e-01 2.034115e+01
4.000000e-01 3.321381e+01
5.000000e-01 4.623566e+01
6.000000e-01 6.099880e+01
7.000000e-01 7.319202e+01
8.000000e-01 9.029568e+01
9.000000e-01 1.157186e+02
1.000000e+00 1.298718e+02
1.100000e+00 1.529338e+02
1.200000e+00 1.712952e+02
1.300000e+00 1.804671e+02
1.400000e+00 1.963624e+02
1.500000e+00 2.036733e+02
1.600000e+00 2.280220e+02
1.700000e+00 2.291632e+02
1.800000e+00 2.505093e+02
1.900000e+00 2.521023e+02
2.000000e+00 2.546370e+02
2.100000e+00 2.774943e+02
2.200000e+00 2.659231e+02
2.300000e+00 2.891866e+02
2.400000e+00 2.947823e+02
2.500000e+00 3.028106e+02
2.600000e+00 3.325011e+02
2.700000e+00 3.180890e+02
2.800000e+00 3.537796e+02
2.900000e+00 3.843007e+02
3.000000e+00 4.172110e+02

