0.000000e+00 1.208081e+00
1.000000e-01 3.200444e+02
2.000000e-01 1.224107e+03
3.000000e-01 2.618768e+03
4.000000e-01 4.399952e+03
5.000000e-01 6.474363e+03
6.000000e-01 8.678354e+03
7.000000e-01 1.062749e+04
8.000000e-01 1.239372e+04
9.000000e-01 1.494165e+04
1.000000e+00 1.680147e+04
1.100000e+00 1.861989e+04
1.200000e+00 2.012063e+04
1.300000e+00 2.103463e+04
1.400000e+00 2.218051e+04
1.500000e+00 2.294741e+04
1.600000e+00 2.274547e+04
1.700000e+00 2.292893e+04
1.800000e+00 2.356934e+04
1.900000e+00 2.252950e+04
2.000000e+00 2.233210e+04
2.100000e+00 2.265705e+04
2.200000e+00 2.123454e+04
2.300000e+00 2.063691e+04
2.400000e+00 1.977732e+04
2.500000e+00 1.852360e+04
2.600000e+00 1.866005e+04
2.700000e+00 1.747310e+04
2.800000e+00 1.697399e+04
2.900000e+00 1.666489e+04
3.000000e+00 1.674174e+04

