0.000000e+00 1.208081e+00 1.972678e+00
1.000000e-01 3.200444e+02 8.581410e+00
2.000000e-01 1.224107e+03 2.178596e+01
3.000000e-01 2.618768e+03 4.068230e+01
4.000000e-01 4.399952e+03 6.642762e+01
5.000000e-01 6.474363e+03 9.247132e+01
6.000000e-01 8.678354e+03 1.219976e+02
7.000000e-01 1.062749e+04 1.463840e+02
8.000000e-01 1.239372e+04 1.805914e+02
9.000000e-01 1.494165e+04 2.314372e+02
1.000000e+00 1.680147e+04 2.597436e+02
1.100000e+00 1.861989e+04 3.058676e+02
1.200000e+00 2.012063e+04 3.425904e+02
1.300000e+00 2.103463e+04 3.609342e+02
1.400000e+00 2.218051e+04 3.927248e+02
1.500000e+00 2.294741e+04 4.073466e+02
1.600000e+00 2.274547e+04 4.560440e+02
1.700000e+00 2.292893e+04 4.583264e+02
1.800000e+00 2.356934e+04 5.010186e+02
1.900000e+00 2.252950e+04 5.042046e+02
2.000000e+00 2.233210e+04 5.092740e+02
2.100000e+00 2.265705e+04 5.549886e+02
2.200000e+00 2.123454e+04 5.318462e+02
2.300000e+00 2.063691e+04 5.783732e+02
2.400000e+00 1.977732e+04 5.895646e+02
2.500000e+00 1.852360e+04 6.056212e+02
2.600000e+00 1.866005e+04 6.650022e+02
2.700000e+00 1.747310e+04 6.361780e+02
2.800000e+00 1.697399e+04 7.075592e+02
2.900000e+00 1.666489e+04 7.686014e+02
3.000000e+00 1.674174e+04 8.344220e+02
